5072	926233703.5	257280275.5	926233671.3	257280263.7
5136	949753905.5	263813600.3	949753869.7	263813581.5
5200	973569037.8	270428846.4	973568981.6	270428817.4
5264	997679050.7	277125995.9	997678987.3	277125962.9
5328	1022083946.5	283905052.1	1022083924.4	283905038.6
5392	1046783776.3	290766032.7	1046783748.4	290766019.6
5456	1071778544.1	297708954.3	1071778511.6	297708939.4
5520	1097068204.4	304733785.7	1097068174.6	304733773.6
5584	1122652805.6	311840553.4	1122652748.6	311840522.4
5648	1148532302.5	319029231.5	1148532241.5	319029201.7
5712	1174706685.8	326299813.5	1174706636.6	326299787.4
5776	1201176007.6	333652330.4	1201175953.6	333652301.6
5840	1227940234.4	341086761.0	1227940175.6	341086732.4
5904	1254999399.8	348603131.7	1254999312.5	348603085.5
5968	1282353409.5	356201381.2	1282353346.5	356201349.5
6032	1310002387.6	363881585.2	1310002325.5	363881554.5
