5072	926233732.6	257280291.2	926233671.3	257280263.7
5136	949753929.1	263813613.5	949753869.5	263813581.5
5200	973569066.2	270428860.9	973568981.6	270428817.4
5264	997679055.8	277125997.0	997678987.4	277125962.6
5328	1022083974.4	283905066.4	1022083924.6	283905038.4
5392	1046783804.5	290766047.6	1046783748.3	290766019.9
5456	1071778544.7	297708955.0	1071778511.4	297708939.6
5520	1097068232.9	304733800.4	1097068174.6	304733773.4
5584	1122652805.8	311840552.8	1122652748.9	311840522.3
5648	1148532303.2	319029232.1	1148532241.8	319029201.6
5712	1174706691.1	326299814.6	1174706636.5	326299787.5
5776	1201176011.9	333652330.8	1201175953.8	333652301.6
5840	1227940234.1	341086760.7	1227940175.6	341086732.4
5904	1254999381.1	348603118.8	1254999312.2	348603085.8
5968	1282353349.4	356201352.8	1282353346.4	356201349.8
6032	1310002381.1	363881582.3	1310002325.5	363881554.5
