513	0.605001	0.440903
577	0.87317	0.55627
641	1.208514	0.756205
705	1.605311	0.908154
769	2.136777	1.164278
833	2.670998	1.4148
897	3.514766	1.701221
961	4.33331	1.989015
1025	5.396652	2.426945
1089	6.59998	2.89552
1153	7.987498	3.380157
1217	9.804188	4.002661
1281	12.343244	4.541347
1345	15.237841	5.271566
1409	18.592757	6.12475
1473	22.22892	6.875781
1537	26.978798	7.952489
