128	0.404803	47159426.5	2422522.5	0.389279	47357874.5	2439282.5
144	0.6079699999999999	66971072.0	3394154.0	0.5616019999999999	67221970.5	3415304.5
160	0.8070845	91678928.5	4596682.5	0.766106	91988403.0	4622729.0
176	1.0762684999999999	121823685.5	6054684.5	1.018001	122197880.0	6086139.0
192	1.3966505	157946069.5	7792764.5	1.3235649999999999	158391127.5	7830139.5
208	1.77775	200586725.0	9835485.0	1.674519	201108791.5	9879291.5
224	2.2211024999999998	250286325.5	12207420.5	2.0874425	250891544.0	12258171.0
240	2.7413765000000003	307585542.0	14933148.0	2.566157	308280056.0	14991356.0
256	3.4343945	373025045.5	18037244.5	3.1235835	373814999.5	18103419.5
272	3.9981014999999998	447145509.0	21544285.0	3.738025	448037047.0	21618940.0
288	4.7223585	530487605.5	25478844.5	4.439011000000001	531486872.0	25562491.0
304	5.5789930000000005	623592006.0	29865501.0	5.4245155	624705143.5	29958651.5
320	6.5395445	726999381.0	34728829.0	6.1297865	728232535.5	34831995.5
336	7.5339125	841250405.5	40093404.5	7.0161235	842609719.5	40207099.5
352	8.6298035	966885794.0	45983812.0	8.081244	968377412.5	46108546.5
368	9.9296745	1104446130.5	52424611.5	9.1920295	1106076197.0	52560898.0
