128	0.4271605	47159427.0	2422523.0	0.407605	47357875.0	2439281.0
144	0.6244845	66971072.5	3394153.5	0.5926135	67221970.5	3415304.5
160	0.8585119999999999	91678929.0	4596682.0	0.8413415	91988402.5	4622728.5
176	1.137911	121823685.5	6054684.5	1.0981725	122197879.5	6086139.5
192	1.4682275	157946069.5	7792764.5	1.3835925	158391127.5	7830139.5
208	1.8591280000000001	200586725.5	9835484.5	1.787576	201108791.5	9879292.5
224	2.3376400000000004	250286326.0	12207420.0	2.222687	250891543.5	12258171.5
240	2.8628715	307585541.5	14933148.5	2.7095830000000003	308280055.5	14991355.5
256	3.580172	373025046.0	18037244.0	3.2650835000000002	373814999.5	18103419.5
272	4.1567395000000005	447145509.5	21544284.5	3.9249045000000002	448037047.5	21618939.5
288	4.9551015	530487605.5	25478844.5	4.6318655	531486871.5	25562491.5
304	5.808657999999999	623592005.5	29865500.5	5.4602725	624705143.5	29958651.5
320	6.8865275	726999381.5	34728828.5	6.364075	728232535.5	34831995.5
336	7.857431999999999	841250405.0	40093405.0	7.3920785	842609719.0	40207100.0
352	9.08852	966885795.0	45983811.0	8.456544999999998	968377412.0	46108547.0
368	10.3644475	1104446361.0	52424749.0	9.692484	1106076197.0	52560898.0
